Elevation,CumArea,id,name,country,river
-55.0,1.76,5136,Nam Ngum 1,Laos,Nam Ngum
-54.0,3.54,5136,Nam Ngum 1,Laos,Nam Ngum
-53.0,5.32,5136,Nam Ngum 1,Laos,Nam Ngum
-52.0,7.1,5136,Nam Ngum 1,Laos,Nam Ngum
-51.0,8.88,5136,Nam Ngum 1,Laos,Nam Ngum
-50.0,10.67,5136,Nam Ngum 1,Laos,Nam Ngum
-49.0,12.45,5136,Nam Ngum 1,Laos,Nam Ngum
-48.0,14.23,5136,Nam Ngum 1,Laos,Nam Ngum
-47.0,16.01,5136,Nam Ngum 1,Laos,Nam Ngum
-46.0,17.79,5136,Nam Ngum 1,Laos,Nam Ngum
-45.0,19.58,5136,Nam Ngum 1,Laos,Nam Ngum
-44.0,21.36,5136,Nam Ngum 1,Laos,Nam Ngum
-43.0,23.14,5136,Nam Ngum 1,Laos,Nam Ngum
-42.0,24.92,5136,Nam Ngum 1,Laos,Nam Ngum
-41.0,26.7,5136,Nam Ngum 1,Laos,Nam Ngum
-40.0,28.48,5136,Nam Ngum 1,Laos,Nam Ngum
-39.0,30.27,5136,Nam Ngum 1,Laos,Nam Ngum
-38.0,32.05,5136,Nam Ngum 1,Laos,Nam Ngum
-37.0,33.83,5136,Nam Ngum 1,Laos,Nam Ngum
-36.0,35.61,5136,Nam Ngum 1,Laos,Nam Ngum
-35.0,37.39,5136,Nam Ngum 1,Laos,Nam Ngum
-34.0,39.17,5136,Nam Ngum 1,Laos,Nam Ngum
-33.0,40.96,5136,Nam Ngum 1,Laos,Nam Ngum
-32.0,42.74,5136,Nam Ngum 1,Laos,Nam Ngum
-31.0,44.52,5136,Nam Ngum 1,Laos,Nam Ngum
-30.0,46.3,5136,Nam Ngum 1,Laos,Nam Ngum
-29.0,48.08,5136,Nam Ngum 1,Laos,Nam Ngum
-28.0,49.86,5136,Nam Ngum 1,Laos,Nam Ngum
-27.0,51.65,5136,Nam Ngum 1,Laos,Nam Ngum
-26.0,53.43,5136,Nam Ngum 1,Laos,Nam Ngum
-25.0,55.21,5136,Nam Ngum 1,Laos,Nam Ngum
-24.0,56.99,5136,Nam Ngum 1,Laos,Nam Ngum
-23.0,58.77,5136,Nam Ngum 1,Laos,Nam Ngum
-22.0,60.55,5136,Nam Ngum 1,Laos,Nam Ngum
-21.0,62.34,5136,Nam Ngum 1,Laos,Nam Ngum
-20.0,64.12,5136,Nam Ngum 1,Laos,Nam Ngum
-19.0,65.9,5136,Nam Ngum 1,Laos,Nam Ngum
-18.0,67.68,5136,Nam Ngum 1,Laos,Nam Ngum
-17.0,69.46,5136,Nam Ngum 1,Laos,Nam Ngum
-16.0,71.25,5136,Nam Ngum 1,Laos,Nam Ngum
-15.0,73.03,5136,Nam Ngum 1,Laos,Nam Ngum
-14.0,74.81,5136,Nam Ngum 1,Laos,Nam Ngum
-13.0,76.59,5136,Nam Ngum 1,Laos,Nam Ngum
-12.0,78.37,5136,Nam Ngum 1,Laos,Nam Ngum
-11.0,80.15,5136,Nam Ngum 1,Laos,Nam Ngum
-10.0,81.94,5136,Nam Ngum 1,Laos,Nam Ngum
-9.0,83.72,5136,Nam Ngum 1,Laos,Nam Ngum
-8.0,85.5,5136,Nam Ngum 1,Laos,Nam Ngum
-7.0,87.28,5136,Nam Ngum 1,Laos,Nam Ngum
-6.0,89.06,5136,Nam Ngum 1,Laos,Nam Ngum
-5.0,90.84,5136,Nam Ngum 1,Laos,Nam Ngum
-4.0,92.63,5136,Nam Ngum 1,Laos,Nam Ngum
-3.0,94.41,5136,Nam Ngum 1,Laos,Nam Ngum
-2.0,96.19,5136,Nam Ngum 1,Laos,Nam Ngum
-1.0,97.97,5136,Nam Ngum 1,Laos,Nam Ngum
0.0,99.75,5136,Nam Ngum 1,Laos,Nam Ngum
1.0,101.53,5136,Nam Ngum 1,Laos,Nam Ngum
2.0,103.32,5136,Nam Ngum 1,Laos,Nam Ngum
3.0,105.1,5136,Nam Ngum 1,Laos,Nam Ngum
4.0,106.88,5136,Nam Ngum 1,Laos,Nam Ngum
5.0,108.66,5136,Nam Ngum 1,Laos,Nam Ngum
6.0,110.44,5136,Nam Ngum 1,Laos,Nam Ngum
7.0,112.22,5136,Nam Ngum 1,Laos,Nam Ngum
8.0,114.01,5136,Nam Ngum 1,Laos,Nam Ngum
9.0,115.79,5136,Nam Ngum 1,Laos,Nam Ngum
10.0,117.57,5136,Nam Ngum 1,Laos,Nam Ngum
11.0,119.35,5136,Nam Ngum 1,Laos,Nam Ngum
12.0,121.13,5136,Nam Ngum 1,Laos,Nam Ngum
13.0,122.91,5136,Nam Ngum 1,Laos,Nam Ngum
14.0,124.7,5136,Nam Ngum 1,Laos,Nam Ngum
15.0,126.48,5136,Nam Ngum 1,Laos,Nam Ngum
16.0,128.26,5136,Nam Ngum 1,Laos,Nam Ngum
17.0,130.04,5136,Nam Ngum 1,Laos,Nam Ngum
18.0,131.82,5136,Nam Ngum 1,Laos,Nam Ngum
19.0,133.61,5136,Nam Ngum 1,Laos,Nam Ngum
20.0,135.39,5136,Nam Ngum 1,Laos,Nam Ngum
21.0,137.17,5136,Nam Ngum 1,Laos,Nam Ngum
22.0,138.95,5136,Nam Ngum 1,Laos,Nam Ngum
23.0,140.73,5136,Nam Ngum 1,Laos,Nam Ngum
24.0,142.51,5136,Nam Ngum 1,Laos,Nam Ngum
25.0,144.3,5136,Nam Ngum 1,Laos,Nam Ngum
26.0,146.08,5136,Nam Ngum 1,Laos,Nam Ngum
27.0,147.86,5136,Nam Ngum 1,Laos,Nam Ngum
28.0,149.64,5136,Nam Ngum 1,Laos,Nam Ngum
29.0,151.42,5136,Nam Ngum 1,Laos,Nam Ngum
30.0,153.2,5136,Nam Ngum 1,Laos,Nam Ngum
