Elevation,CumArea,id,name,country,river
743.0,0.26,7000,Nam Mang 3,Laos,Nam Gnong
744.0,0.82,7000,Nam Mang 3,Laos,Nam Gnong
745.0,1.37,7000,Nam Mang 3,Laos,Nam Gnong
746.0,2.73,7000,Nam Mang 3,Laos,Nam Gnong
747.0,4.06,7000,Nam Mang 3,Laos,Nam Gnong
748.0,5.35,7000,Nam Mang 3,Laos,Nam Gnong
749.0,6.6,7000,Nam Mang 3,Laos,Nam Gnong
750.0,7.82,7000,Nam Mang 3,Laos,Nam Gnong
751.0,9.02,7000,Nam Mang 3,Laos,Nam Gnong
752.0,10.17,7000,Nam Mang 3,Laos,Nam Gnong
753.0,11.26,7000,Nam Mang 3,Laos,Nam Gnong
754.0,12.36,7000,Nam Mang 3,Laos,Nam Gnong
755.0,13.36,7000,Nam Mang 3,Laos,Nam Gnong
756.0,14.27,7000,Nam Mang 3,Laos,Nam Gnong
757.0,15.12,7000,Nam Mang 3,Laos,Nam Gnong
758.0,15.94,7000,Nam Mang 3,Laos,Nam Gnong
759.0,16.72,7000,Nam Mang 3,Laos,Nam Gnong
760.0,17.43,7000,Nam Mang 3,Laos,Nam Gnong
761.0,18.07,7000,Nam Mang 3,Laos,Nam Gnong
762.0,18.72,7000,Nam Mang 3,Laos,Nam Gnong
763.0,19.35,7000,Nam Mang 3,Laos,Nam Gnong
764.0,19.99,7000,Nam Mang 3,Laos,Nam Gnong
765.0,20.58,7000,Nam Mang 3,Laos,Nam Gnong
766.0,21.16,7000,Nam Mang 3,Laos,Nam Gnong
767.0,21.7,7000,Nam Mang 3,Laos,Nam Gnong
768.0,22.19,7000,Nam Mang 3,Laos,Nam Gnong
769.0,22.74,7000,Nam Mang 3,Laos,Nam Gnong
770.0,23.32,7000,Nam Mang 3,Laos,Nam Gnong
771.0,23.87,7000,Nam Mang 3,Laos,Nam Gnong
772.0,24.42,7000,Nam Mang 3,Laos,Nam Gnong
773.0,24.93,7000,Nam Mang 3,Laos,Nam Gnong
774.0,25.47,7000,Nam Mang 3,Laos,Nam Gnong
775.0,26.04,7000,Nam Mang 3,Laos,Nam Gnong
776.0,26.51,7000,Nam Mang 3,Laos,Nam Gnong
777.0,27.04,7000,Nam Mang 3,Laos,Nam Gnong
778.0,27.59,7000,Nam Mang 3,Laos,Nam Gnong
779.0,28.13,7000,Nam Mang 3,Laos,Nam Gnong
780.0,28.72,7000,Nam Mang 3,Laos,Nam Gnong
781.0,29.3,7000,Nam Mang 3,Laos,Nam Gnong
782.0,29.86,7000,Nam Mang 3,Laos,Nam Gnong
783.0,30.51,7000,Nam Mang 3,Laos,Nam Gnong
784.0,31.19,7000,Nam Mang 3,Laos,Nam Gnong
785.0,32.0,7000,Nam Mang 3,Laos,Nam Gnong
786.0,32.84,7000,Nam Mang 3,Laos,Nam Gnong
787.0,33.64,7000,Nam Mang 3,Laos,Nam Gnong
788.0,34.46,7000,Nam Mang 3,Laos,Nam Gnong
789.0,35.22,7000,Nam Mang 3,Laos,Nam Gnong
790.0,35.96,7000,Nam Mang 3,Laos,Nam Gnong
791.0,36.73,7000,Nam Mang 3,Laos,Nam Gnong
792.0,37.39,7000,Nam Mang 3,Laos,Nam Gnong
793.0,38.07,7000,Nam Mang 3,Laos,Nam Gnong
794.0,38.72,7000,Nam Mang 3,Laos,Nam Gnong
795.0,39.33,7000,Nam Mang 3,Laos,Nam Gnong
796.0,39.9,7000,Nam Mang 3,Laos,Nam Gnong
797.0,40.52,7000,Nam Mang 3,Laos,Nam Gnong
798.0,41.07,7000,Nam Mang 3,Laos,Nam Gnong
799.0,41.59,7000,Nam Mang 3,Laos,Nam Gnong
800.0,42.09,7000,Nam Mang 3,Laos,Nam Gnong
801.0,42.6,7000,Nam Mang 3,Laos,Nam Gnong
802.0,43.11,7000,Nam Mang 3,Laos,Nam Gnong
803.0,43.6,7000,Nam Mang 3,Laos,Nam Gnong
804.0,44.05,7000,Nam Mang 3,Laos,Nam Gnong
805.0,44.53,7000,Nam Mang 3,Laos,Nam Gnong
806.0,44.98,7000,Nam Mang 3,Laos,Nam Gnong
807.0,45.38,7000,Nam Mang 3,Laos,Nam Gnong
808.0,45.82,7000,Nam Mang 3,Laos,Nam Gnong
809.0,46.26,7000,Nam Mang 3,Laos,Nam Gnong
810.0,46.7,7000,Nam Mang 3,Laos,Nam Gnong
811.0,47.09,7000,Nam Mang 3,Laos,Nam Gnong
812.0,47.5,7000,Nam Mang 3,Laos,Nam Gnong
813.0,47.89,7000,Nam Mang 3,Laos,Nam Gnong
814.0,48.31,7000,Nam Mang 3,Laos,Nam Gnong
815.0,48.74,7000,Nam Mang 3,Laos,Nam Gnong
816.0,49.13,7000,Nam Mang 3,Laos,Nam Gnong
817.0,49.52,7000,Nam Mang 3,Laos,Nam Gnong
818.0,49.92,7000,Nam Mang 3,Laos,Nam Gnong
819.0,50.33,7000,Nam Mang 3,Laos,Nam Gnong
820.0,50.71,7000,Nam Mang 3,Laos,Nam Gnong
821.0,51.1,7000,Nam Mang 3,Laos,Nam Gnong
822.0,51.49,7000,Nam Mang 3,Laos,Nam Gnong
823.0,51.84,7000,Nam Mang 3,Laos,Nam Gnong
824.0,52.2,7000,Nam Mang 3,Laos,Nam Gnong
825.0,52.55,7000,Nam Mang 3,Laos,Nam Gnong
826.0,52.91,7000,Nam Mang 3,Laos,Nam Gnong
827.0,53.26,7000,Nam Mang 3,Laos,Nam Gnong
828.0,53.63,7000,Nam Mang 3,Laos,Nam Gnong
829.0,54.02,7000,Nam Mang 3,Laos,Nam Gnong
830.0,54.4,7000,Nam Mang 3,Laos,Nam Gnong
831.0,54.75,7000,Nam Mang 3,Laos,Nam Gnong
832.0,55.08,7000,Nam Mang 3,Laos,Nam Gnong
833.0,55.44,7000,Nam Mang 3,Laos,Nam Gnong
834.0,55.77,7000,Nam Mang 3,Laos,Nam Gnong
835.0,56.1,7000,Nam Mang 3,Laos,Nam Gnong
836.0,56.43,7000,Nam Mang 3,Laos,Nam Gnong
837.0,56.74,7000,Nam Mang 3,Laos,Nam Gnong
838.0,57.1,7000,Nam Mang 3,Laos,Nam Gnong
839.0,57.42,7000,Nam Mang 3,Laos,Nam Gnong
840.0,57.75,7000,Nam Mang 3,Laos,Nam Gnong
841.0,58.09,7000,Nam Mang 3,Laos,Nam Gnong
842.0,58.43,7000,Nam Mang 3,Laos,Nam Gnong
843.0,58.78,7000,Nam Mang 3,Laos,Nam Gnong
844.0,59.07,7000,Nam Mang 3,Laos,Nam Gnong
845.0,59.37,7000,Nam Mang 3,Laos,Nam Gnong
846.0,59.7,7000,Nam Mang 3,Laos,Nam Gnong
847.0,60.05,7000,Nam Mang 3,Laos,Nam Gnong
848.0,60.42,7000,Nam Mang 3,Laos,Nam Gnong
849.0,60.73,7000,Nam Mang 3,Laos,Nam Gnong
850.0,61.06,7000,Nam Mang 3,Laos,Nam Gnong
851.0,61.36,7000,Nam Mang 3,Laos,Nam Gnong
852.0,61.63,7000,Nam Mang 3,Laos,Nam Gnong
853.0,61.94,7000,Nam Mang 3,Laos,Nam Gnong
854.0,62.24,7000,Nam Mang 3,Laos,Nam Gnong
855.0,62.53,7000,Nam Mang 3,Laos,Nam Gnong
856.0,62.84,7000,Nam Mang 3,Laos,Nam Gnong
857.0,63.15,7000,Nam Mang 3,Laos,Nam Gnong
858.0,63.45,7000,Nam Mang 3,Laos,Nam Gnong
859.0,63.73,7000,Nam Mang 3,Laos,Nam Gnong
860.0,63.99,7000,Nam Mang 3,Laos,Nam Gnong
861.0,64.26,7000,Nam Mang 3,Laos,Nam Gnong
862.0,64.55,7000,Nam Mang 3,Laos,Nam Gnong
