date,streamflow
2001-04-01,0.0
2001-04-02,0.0
2001-04-03,0.0
2001-04-04,0.00023494804651516847
2001-04-05,0.00647822574967386
2001-04-06,0.028993809649343373
2001-04-07,0.06503696328797655
2001-04-08,0.2196053612201354
2001-04-09,0.2754482664914007
2001-04-10,0.1659638537911107
2001-04-11,0.10319141226070716
2001-04-12,0.05058848211226992
2001-04-13,0.1177242878345387
2001-04-14,0.16013989077355112
2001-04-15,0.10434838964098185
2001-04-16,0.06998697552785796
2001-04-17,0.03681898172759235
2001-04-18,0.01898803865119321
2001-04-19,0.007809320278981533
2001-04-20,0.04678921924533402
2001-04-21,0.0928476140834775
2001-04-22,0.15732758499096405
2001-04-23,0.24419127163966273
2001-04-24,0.32451730482139407
2001-04-25,2.7606944721750186
2001-04-26,5.928865778856852
2001-04-27,5.218335263039496
2001-04-28,3.1574312872883037
2001-04-29,3.506064314876877
2001-04-30,6.614844568918716
2001-05-01,8.921158339790463
2001-05-02,37.08987427808091
2001-05-03,71.57290471837429
2001-05-04,68.46610570916648
2001-05-05,55.02183563902272
2001-05-06,43.026515693222876
2001-05-07,30.4140634809375
2001-05-08,22.794551990169765
2001-05-09,18.737551815306634
2001-05-10,16.804474192856258
2001-05-11,16.12668287930228
2001-05-12,14.72555028181337
2001-05-13,11.141751181522727
2001-05-14,8.307751409379396
2001-05-15,6.970381413706971
2001-05-16,6.1306673747457845
2001-05-17,11.647999517337105
2001-05-18,18.95338307799226
2001-05-19,26.248524633305443
2001-05-20,39.54842080595016
2001-05-21,39.98074005563703
2001-05-22,30.89268445665948
2001-05-23,71.97911611829561
2001-05-24,146.15589876790267
2001-05-25,190.0818682407173
2001-05-26,194.2595574509612
2001-05-27,182.4342733753531
2001-05-28,188.25635813645113
2001-05-29,205.9730672859116
2001-05-30,235.36014725292887
2001-05-31,277.93643470657975
2001-06-01,328.1879157573549
2001-06-02,359.3152381389519
2001-06-03,435.02688111184773
2001-06-04,502.3276474758204
2001-06-05,484.71296590828024
2001-06-06,472.1438792481645
2001-06-07,447.3839765285826
2001-06-08,406.0956095022723
2001-06-09,367.0770954463197
2001-06-10,326.2399149016839
2001-06-11,289.2481310311164
2001-06-12,265.20953287793213
2001-06-13,248.04128311028663
2001-06-14,234.971232915829
2001-06-15,220.0408573368872
2001-06-16,192.09481180280352
2001-06-17,185.2122002403344
2001-06-18,185.8714795850632
2001-06-19,166.4907408325442
2001-06-20,144.1375076107906
2001-06-21,125.40100487803161
2001-06-22,118.93417269491667
2001-06-23,118.9213553572906
2001-06-24,111.57213794045006
2001-06-25,106.65807280516127
2001-06-26,122.35810509942708
2001-06-27,135.4200943370492
2001-06-28,138.04525124612857
2001-06-29,153.5745669332008
2001-06-30,170.28272343811636
2001-07-01,170.98216881447232
2001-07-02,166.84319439744684
2001-07-03,343.9091290531767
2001-07-04,563.7817863010631
2001-07-05,591.9879653996178
2001-07-06,555.6899725973973
2001-07-07,487.32098999225065
2001-07-08,413.2167698294181
2001-07-09,378.1505315548506
2001-07-10,355.9043011850352
2001-07-11,319.449458535597
2001-07-12,283.50973897667456
2001-07-13,253.42220300503197
2001-07-14,222.5441054057676
2001-07-15,242.60917711656714
2001-07-16,274.9208286872931
2001-07-17,303.7593541278894
2001-07-18,348.45315331305954
2001-07-19,361.5021312426537
2001-07-20,377.58225774251576
2001-07-21,392.6659851885654
2001-07-22,404.1977153073678
2001-07-23,399.3648252278685
2001-07-24,359.3463470270661
2001-07-25,317.1830035868793
2001-07-26,275.9167854319555
2001-07-27,243.30520748117496
2001-07-28,235.57617393017563
2001-07-29,235.1210301691329
2001-07-30,218.6363805197676
2001-07-31,193.17522127829562
2001-08-01,174.0531226597367
2001-08-02,184.93257137620938
2001-08-03,232.1329393469077
2001-08-04,272.39656442090626
2001-08-05,298.0397927767026
2001-08-06,440.3878633977888
2001-08-07,579.2892980159454
2001-08-08,568.9198017337262
2001-08-09,513.3481565656235
2001-08-10,478.32220750096775
2001-08-11,939.675652041204
2001-08-12,1437.5992001249072
2001-08-13,1309.9317015040774
2001-08-14,1052.1680872259856
2001-08-15,847.0744738137981
2001-08-16,705.6544991798756
2001-08-17,656.3162103933513
2001-08-18,623.3580537739152
2001-08-19,570.2897396430545
2001-08-20,521.2796374498907
2001-08-21,473.53660372427373
2001-08-22,399.59777660139866
2001-08-23,341.7992492782608
2001-08-24,316.5343155924339
2001-08-25,302.7998151138168
2001-08-26,296.88682138077303
2001-08-27,287.7548307778326
2001-08-28,291.59848313412573
2001-08-29,308.80063637951577
2001-08-30,304.4286143116803
2001-08-31,294.0610803869583
2001-09-01,287.462011926375
2001-09-02,291.3246620553204
2001-09-03,350.8301090938254
2001-09-04,421.6147877581185
2001-09-05,418.2487896403908
2001-09-06,377.235818109579
2001-09-07,335.7299040745065
2001-09-08,294.7130333138628
2001-09-09,268.6265800410945
2001-09-10,295.4044740839088
2001-09-11,337.5606533618046
2001-09-12,552.1866462667738
2001-09-13,775.7889692350395
2001-09-14,723.403467730944
2001-09-15,610.754236500954
2001-09-16,516.2695462052349
2001-09-17,439.350067945347
2001-09-18,387.71009238906754
2001-09-19,344.55989267250715
2001-09-20,302.6152317466473
2001-09-21,264.48596013208976
2001-09-22,230.38582584940337
2001-09-23,191.08186240142493
2001-09-24,160.08357026387895
2001-09-25,136.25239952784446
2001-09-26,115.50822809525845
2001-09-27,97.71756751767816
2001-09-28,82.5485936195774
2001-09-29,69.77301513093678
2001-09-30,59.21016065699982
2001-10-01,50.39437805480208
2001-10-02,43.04768083734456
2001-10-03,39.98717987298177
2001-10-04,37.32948549085704
2001-10-05,47.43589334562078
2001-10-06,64.0471841466557
2001-10-07,58.03969171497198
2001-10-08,44.618173381887296
2001-10-09,40.32149649738093
2001-10-10,39.727381863147805
2001-10-11,35.59783016013002
2001-10-12,30.25226809639125
2001-10-13,27.08501921666381
2001-10-14,23.93005511962092
2001-10-15,21.403360701424532
2001-10-16,18.53066462696389
2001-10-17,16.031934482705505
2001-10-18,14.268104615961144
2001-10-19,12.720457735458993
2001-10-20,11.183941273056591
2001-10-21,10.019966601670271
2001-10-22,18.136627687291192
2001-10-23,113.44968449860578
2001-10-24,225.90364756554777
2001-10-25,229.96042327276473
2001-10-26,192.78618263023742
2001-10-27,156.0798337101038
2001-10-28,123.19966027146337
2001-10-29,102.04853808608081
2001-10-30,87.99783045622647
2001-10-31,77.28262794740787
2001-11-01,68.03042978043624
2001-11-02,59.85198379822701
2001-11-03,49.48716404328996
2001-11-04,40.507844287287
2001-11-05,34.086739847718476
2001-11-06,28.76933577346803
2001-11-07,24.27249126009517
2001-11-08,20.50084935364424
2001-11-09,17.365510360682094
2001-11-10,14.762316904275016
2001-11-11,12.613998227181039
2001-11-12,11.636290982489005
2001-11-13,14.13311653561817
2001-11-14,16.8374246671151
2001-11-15,16.847212158745876
2001-11-16,15.084334615882975
2001-11-17,11.393953282099478
2001-11-18,7.986239210124083
2001-11-19,5.783626122077622
2001-11-20,4.47805251924771
2001-11-21,3.7891558763204247
2001-11-22,3.388068862933287
2001-11-23,3.068613599444055
2001-11-24,2.6665071257629074
2001-11-25,2.328859964433518
2001-11-26,2.040712843384086
2001-11-27,1.8282066496455371
2001-11-28,1.6844487256875915
2001-11-29,1.5622530358284916
2001-11-30,1.4547251923786062
2001-12-01,1.3594184300342607
2001-12-02,1.2745160673177465
2001-12-03,1.198487346450568
2001-12-04,1.1300469374305488
2001-12-05,1.0681109619684388
2001-12-06,1.0117832909656523
2001-12-07,0.9603117751638606
2001-12-08,0.9396504273938963
2001-12-09,1.5181784184831926
2001-12-10,1.961223803813508
2001-12-11,1.6257385601287662
2001-12-12,1.2767042318478785
2001-12-13,0.9917620710072855
2001-12-14,0.8040840519064353
2001-12-15,0.7145286082571871
2001-12-16,0.6752075286910394
2001-12-17,0.6488611859450213
2001-12-18,0.6243127307853579
2001-12-19,0.6011122056815343
2001-12-20,0.5524754101457409
2001-12-21,0.5208872254158495
2001-12-22,0.5006583919986479
2001-12-23,0.4970926978125069
2001-12-24,0.8524428043215356
2001-12-25,1.3019418567664587
2001-12-26,1.1785659377145068
2001-12-27,0.8560636399038398
2001-12-28,0.6462854968686402
2001-12-29,0.4854573563505315
2001-12-30,0.4132366171074804
2001-12-31,0.385582123812288
2002-01-01,0.37265143101598225
2002-01-02,0.3602427451356981
2002-01-03,0.3483327614063544
2002-01-04,0.3212703818769861
2002-01-05,0.2960956798241247
2002-01-06,0.285522930877509
2002-01-07,0.27534394581121036
2002-01-08,0.265557693891998
2002-01-09,0.2561517001329261
2002-01-10,0.2471104636087784
2002-01-11,0.23841775395235978
2002-01-12,0.23005761178870116
2002-01-13,0.2903274814565307
2002-01-14,1.9368159927695239
2002-01-15,4.454692507998213
2002-01-16,4.171136040560619
2002-01-17,2.508750105876292
2002-01-18,1.5252117201291515
2002-01-19,0.7323253133489279
2002-01-20,0.4084934234725383
2002-01-21,0.31941351313001515
2002-01-22,0.3136516067658246
2002-01-23,0.30811376311689087
2002-01-24,0.30277065159309147
2002-01-25,0.2293072493234176
2002-01-26,0.14127481114946158
2002-01-27,0.13645858213640016
2002-01-28,0.13184395916308225
2002-01-29,0.1273969161398158
2002-01-30,0.12317247553200643
2002-01-31,0.11907398684381068
2002-02-01,0.11504665612677821
2002-02-02,0.11117409170336118
2002-02-03,0.10744157504282592
2002-02-04,0.1038510376373063
2002-02-05,0.10039370947611798
2002-02-06,0.09706171847579494
2002-02-07,0.09384774614723
2002-02-08,0.09074555457219759
2002-02-09,0.08775112672278225
2002-02-10,0.0848601686323049
2002-02-11,0.0820745234443368
2002-02-12,0.0793860087227688
2002-02-13,0.076790168528557
2002-02-14,0.07428180445492912
2002-02-15,0.07185868201948839
2002-02-16,0.06952067917662426
2002-02-17,0.06726365118944133
2002-02-18,0.06508322961795292
2002-02-19,0.06297664677353321
2002-02-20,0.06094195813829877
2002-02-21,0.05897641584541668
2002-02-22,0.05707668473664729
2002-02-23,0.05523964939248366
2002-02-24,0.053464887608737015
2002-02-25,0.05175034386548364
2002-02-26,0.05034945677505821
2002-02-27,0.05498065416526215
2002-02-28,0.06369527822957403
2002-03-01,0.07007262209695722
2002-03-02,0.30162558342915957
2002-03-03,1.3704656560692083
2002-03-04,2.3273790074938416
2002-03-05,1.9222151185351488
2002-03-06,1.143907549818965
2002-03-07,0.6380765561907282
2002-03-08,0.30650353410729003
2002-03-09,0.1831708772510163
2002-03-10,0.13905475307138493
2002-03-11,0.12918963278673973
2002-03-12,0.12060140578287634
2002-03-13,0.10686622569993122
2002-03-14,0.06238059809865
2002-03-15,0.03024575012454879
2002-03-16,0.029320125065454207
2002-03-17,0.3612836809264722
2002-03-18,8.150829155983917
2002-03-19,14.248164940027083
2002-03-20,10.610851784453581
2002-03-21,6.790939961199967
2002-03-22,3.966558289308654
2002-03-23,8.082378926681358
2002-03-24,33.10534277627811
2002-03-25,48.36400972091442
2002-03-26,36.49774380531708
2002-03-27,24.038082248548797
2002-03-28,14.798010233284822
2002-03-29,9.077229388765122
2002-03-30,22.483282702395528
2002-03-31,328.6003619606487
2002-04-01,625.114474169523
2002-04-02,569.5487443907585
2002-04-03,459.81493360903227
2002-04-04,359.2371431066106
2002-04-05,281.41990469775
2002-04-06,228.42846514312498
2002-04-07,195.73814483688074
2002-04-08,171.63620784349533
2002-04-09,150.11880554315698
2002-04-10,131.95318856870006
2002-04-11,106.09757763069739
2002-04-12,87.45016649464368
2002-04-13,73.56767311221354
2002-04-14,62.865882311639545
2002-04-15,82.38326910638955
2002-04-16,229.0415775500104
2002-04-17,349.1690683339677
2002-04-18,316.518664871097
2002-04-19,261.5597291611469
2002-04-20,207.38416713037608
2002-04-21,165.87114386769576
2002-04-22,148.25585292160812
2002-04-23,259.2532888422859
2002-04-24,371.0830712963556
2002-04-25,371.9853394873707
2002-04-26,437.7614192048448
2002-04-27,486.33537682546046
2002-04-28,443.55539439826293
2002-04-29,404.22028100274207
2002-04-30,481.79223605120393
2002-05-01,606.7386640714698
2002-05-02,660.6845824196085
2002-05-03,639.0901662241473
2002-05-04,555.8449960079836
2002-05-05,473.93309621596774
2002-05-06,405.72431050935415
2002-05-07,349.8804186791394
2002-05-08,334.3140334076595
2002-05-09,333.6227597070108
2002-05-10,350.8878782933901
2002-05-11,358.7448065828757
2002-05-12,317.480220044676
2002-05-13,277.99763109413686
2002-05-14,243.83235985146476
2002-05-15,281.1591906379156
2002-05-16,356.4734584829964
2002-05-17,428.2971219073053
2002-05-18,557.0166593546178
2002-05-19,598.028192389602
2002-05-20,530.175108756579
2002-05-21,457.7616875281164
2002-05-22,385.9809128002737
2002-05-23,331.5861582687615
2002-05-24,351.7521764242629
2002-05-25,403.7731296717651
2002-05-26,389.54894595797697
2002-05-27,345.0280041336336
2002-05-28,296.86713267705386
2002-05-29,263.01738303475327
2002-05-30,247.632983909236
2002-05-31,292.3244081604483
2002-06-01,384.2528375685129
2002-06-02,406.8995955807198
2002-06-03,401.19416716787066
2002-06-04,498.3913848714137
2002-06-05,589.1261940496803
2002-06-06,567.8725201375395
2002-06-07,530.920804605477
2002-06-08,515.336749621469
2002-06-09,552.8983845527493
2002-06-10,588.8577390133815
2002-06-11,559.2266448470481
2002-06-12,573.7294635036315
2002-06-13,609.049364093625
2002-06-14,572.9086600497507
2002-06-15,508.02342550721187
2002-06-16,444.08932270687137
2002-06-17,394.013578273926
2002-06-18,381.1325390688348
2002-06-19,378.7351187027421
2002-06-20,349.0697101812141
2002-06-21,313.46365369386206
2002-06-22,278.77725703861563
2002-06-23,256.35260957823346
2002-06-24,294.0287538744231
2002-06-25,354.8163424381329
2002-06-26,393.3532209068319
2002-06-27,416.52740851126083
2002-06-28,401.9885028648606
2002-06-29,363.7460488128441
2002-06-30,331.3551154507191
