date,streamflow,id,name,country,river
2001-04-01,0.0231900564504382,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-02,0.571775162149503,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-03,1.1306726972739782,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-04,0.9261010199856948,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-05,0.563421635650809,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-06,0.306594269780132,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-07,0.1274907856381154,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-08,0.057263181756337,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-09,0.044201021484959,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-10,0.0474782057942505,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-11,0.1504678296547194,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-12,2.543752755839236,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-13,4.368823368481532,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-14,3.22059932026833,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-15,2.123287804802085,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-16,1.2998737018655973,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-17,0.7192901936842556,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-18,0.4916178563164635,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-19,0.4607522722150569,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-20,0.4393204428600156,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-21,0.4030266296244122,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-22,0.3160618348418154,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-23,0.1480899133665034,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-24,0.1309831867628294,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-25,0.2743209677152982,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-26,3.298729692034686,5796,Sirindhorn,Thailand,Lam Dom Noi
2001-04-27,6.102463285430537,5796,Sirindhorn,Thailand,Lam Dom Noi
