date,streamflow,id,name,country,river
2001-04-01,0.0,6999,Nam Theun 2,Laos,Nam Theun
2001-04-02,0.0,6999,Nam Theun 2,Laos,Nam Theun
2001-04-03,0.0,6999,Nam Theun 2,Laos,Nam Theun
2001-04-04,0.0002349480465151,6999,Nam Theun 2,Laos,Nam Theun
2001-04-05,0.0064782257496738,6999,Nam Theun 2,Laos,Nam Theun
2001-04-06,0.0289938096493433,6999,Nam Theun 2,Laos,Nam Theun
2001-04-07,0.0650369632879765,6999,Nam Theun 2,Laos,Nam Theun
2001-04-08,0.2196053612201354,6999,Nam Theun 2,Laos,Nam Theun
2001-04-09,0.2754482664914007,6999,Nam Theun 2,Laos,Nam Theun
2001-04-10,0.1659638537911107,6999,Nam Theun 2,Laos,Nam Theun
2001-04-11,0.1031914122607071,6999,Nam Theun 2,Laos,Nam Theun
2001-04-12,0.0505884821122699,6999,Nam Theun 2,Laos,Nam Theun
2001-04-13,0.1177242878345387,6999,Nam Theun 2,Laos,Nam Theun
2001-04-14,0.1601398907735511,6999,Nam Theun 2,Laos,Nam Theun
2001-04-15,0.1043483896409818,6999,Nam Theun 2,Laos,Nam Theun
2001-04-16,0.0699869755278579,6999,Nam Theun 2,Laos,Nam Theun
2001-04-17,0.0368189817275923,6999,Nam Theun 2,Laos,Nam Theun
2001-04-18,0.0189880386511932,6999,Nam Theun 2,Laos,Nam Theun
2001-04-19,0.0078093202789815,6999,Nam Theun 2,Laos,Nam Theun
2001-04-20,0.046789219245334,6999,Nam Theun 2,Laos,Nam Theun
2001-04-21,0.0928476140834775,6999,Nam Theun 2,Laos,Nam Theun
2001-04-22,0.157327584990964,6999,Nam Theun 2,Laos,Nam Theun
2001-04-23,0.2441912716396627,6999,Nam Theun 2,Laos,Nam Theun
2001-04-24,0.324517304821394,6999,Nam Theun 2,Laos,Nam Theun
2001-04-25,2.7606944721750186,6999,Nam Theun 2,Laos,Nam Theun
2001-04-26,5.928865778856852,6999,Nam Theun 2,Laos,Nam Theun
2001-04-27,5.218335263039496,6999,Nam Theun 2,Laos,Nam Theun
2001-04-28,3.157431287288304,6999,Nam Theun 2,Laos,Nam Theun
2001-04-29,3.506064314876877,6999,Nam Theun 2,Laos,Nam Theun
2001-04-30,6.614844568918716,6999,Nam Theun 2,Laos,Nam Theun
2001-05-01,8.921158339790463,6999,Nam Theun 2,Laos,Nam Theun
2001-05-02,37.08987427808091,6999,Nam Theun 2,Laos,Nam Theun
2001-05-03,71.57290471837429,6999,Nam Theun 2,Laos,Nam Theun
2001-05-04,68.46610570916648,6999,Nam Theun 2,Laos,Nam Theun
2001-05-05,55.02183563902272,6999,Nam Theun 2,Laos,Nam Theun
2001-05-06,43.02651569322288,6999,Nam Theun 2,Laos,Nam Theun
2001-05-07,30.4140634809375,6999,Nam Theun 2,Laos,Nam Theun
2001-05-08,22.794551990169765,6999,Nam Theun 2,Laos,Nam Theun
2001-05-09,18.737551815306634,6999,Nam Theun 2,Laos,Nam Theun
