date,streamflow,id,name,country,river
2001-04-01,0.0008304429899859,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-02,0.0340396458163043,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-03,0.3889643446516619,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-04,1.087197052034847,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-05,2.401146002325751,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-06,3.4897489405071926,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-07,7.442373925249496,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-08,13.095915227260123,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-09,12.635042288464946,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-10,8.313579299660466,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-11,4.879637484389343,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-12,4.549726083561126,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-13,5.664359300337425,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-14,4.746140937328401,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-15,4.392738163397454,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-16,11.348729974865517,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-17,26.999970161353097,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-18,27.78454937365969,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-19,17.669532772655245,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-20,12.345010635940708,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-21,6.8859726872574685,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-22,4.194431659300038,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-23,2.465559093088151,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-24,2.604189841302465,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-25,20.000076363365785,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-26,55.01042168433396,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-27,67.19945208342834,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-28,52.56964907498967,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-29,40.09544197510605,5149,Ubol Ratana,Thailand,Nam Pong
2001-04-30,36.62224533602739,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-01,164.33008810145185,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-02,405.9399206457816,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-03,525.3889528013684,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-04,573.6484376776257,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-05,522.5014102889762,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-06,400.4179967282313,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-07,337.4455057351638,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-08,284.6776135291803,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-09,274.86964287148743,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-10,270.01570941030855,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-11,263.009640359278,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-12,251.35114647685847,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-13,222.42339946522915,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-14,198.687894648268,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-15,190.81452531424569,5149,Ubol Ratana,Thailand,Nam Pong
2001-05-16,343.3302930569109,5149,Ubol Ratana,Thailand,Nam Pong
