date,area,id,name,country,river
2013-05-16,2.0088472864522697,7203,Se San 4,Vietnam,Se San
2013-06-16,0.1686549313568915,7203,Se San 4,Vietnam,Se San
2013-11-16,0.5839617624269243,7203,Se San 4,Vietnam,Se San
2013-12-16,-1.1855866727588689,7203,Se San 4,Vietnam,Se San
2014-01-16,-1.6614637005005,7203,Se San 4,Vietnam,Se San
2014-02-16,0.2806502147730013,7203,Se San 4,Vietnam,Se San
2014-03-16,-1.221150389402858,7203,Se San 4,Vietnam,Se San
2014-04-16,-5.410657792707752,7203,Se San 4,Vietnam,Se San
2014-05-16,5.437958103287191,7203,Se San 4,Vietnam,Se San
2014-09-16,0.7260840108401018,7203,Se San 4,Vietnam,Se San
2014-11-16,-0.5232778713816957,7203,Se San 4,Vietnam,Se San
2014-12-16,0.3675098167204114,7203,Se San 4,Vietnam,Se San
2015-01-16,-0.3921043611735728,7203,Se San 4,Vietnam,Se San
2015-02-16,-1.929974623278508,7203,Se San 4,Vietnam,Se San
2015-03-16,-0.8372599531615982,7203,Se San 4,Vietnam,Se San
2015-04-16,0.3661202185792097,7203,Se San 4,Vietnam,Se San
2015-05-16,0.1887035519125805,7203,Se San 4,Vietnam,Se San
2015-06-16,0.1809413008990125,7203,Se San 4,Vietnam,Se San
2015-07-16,0.6610102869209152,7203,Se San 4,Vietnam,Se San
2015-08-16,0.640192453465844,7203,Se San 4,Vietnam,Se San
2015-09-16,-1.6553782448950964,7203,Se San 4,Vietnam,Se San
2015-11-16,0.0377228343635276,7203,Se San 4,Vietnam,Se San
2015-12-16,0.7067213114753857,7203,Se San 4,Vietnam,Se San
2016-01-16,-1.8058364679669008,7203,Se San 4,Vietnam,Se San
2016-02-16,0.337254747491494,7203,Se San 4,Vietnam,Se San
2016-03-16,-0.895257069408755,7203,Se San 4,Vietnam,Se San
2016-04-16,0.1152894103988915,7203,Se San 4,Vietnam,Se San
2016-05-16,-0.0645415595544354,7203,Se San 4,Vietnam,Se San
2016-06-16,-0.2835531364729269,7203,Se San 4,Vietnam,Se San
2016-07-16,2.583387476639924,7203,Se San 4,Vietnam,Se San
2016-11-16,0.0,7203,Se San 4,Vietnam,Se San
2016-12-16,2.734729254940936,7203,Se San 4,Vietnam,Se San
2017-01-16,-2.2533326299594307,7203,Se San 4,Vietnam,Se San
2017-02-16,1.450318542813431,7203,Se San 4,Vietnam,Se San
2017-03-16,-1.4288637086688585,7203,Se San 4,Vietnam,Se San
2017-04-16,-3.9284321033973297,7203,Se San 4,Vietnam,Se San
2017-05-16,1.2096697325810644,7203,Se San 4,Vietnam,Se San
2017-06-16,3.0656552736686105,7203,Se San 4,Vietnam,Se San
2017-07-16,2.8019381234094505,7203,Se San 4,Vietnam,Se San
2017-08-16,2.967326587119488,7203,Se San 4,Vietnam,Se San
2017-09-16,-3.0615991010427286,7203,Se San 4,Vietnam,Se San
2017-11-16,-2.173865557781862,7203,Se San 4,Vietnam,Se San
2017-12-16,3.035269439817677,7203,Se San 4,Vietnam,Se San
2018-01-16,-0.029750301880301,7203,Se San 4,Vietnam,Se San
2018-02-16,-0.739246486095504,7203,Se San 4,Vietnam,Se San
2018-03-16,-2.907315726971355,7203,Se San 4,Vietnam,Se San
2018-04-16,-1.0423372584791704,7203,Se San 4,Vietnam,Se San
2018-08-16,-0.4417879551978124,7203,Se San 4,Vietnam,Se San
2018-09-16,6.499225078105538,7203,Se San 4,Vietnam,Se San
2018-11-16,-1.484204007126285,7203,Se San 4,Vietnam,Se San
2018-12-16,0.0780327868852567,7203,Se San 4,Vietnam,Se San
2019-01-16,-0.8830119025447274,7203,Se San 4,Vietnam,Se San
2019-02-16,1.01981339357449,7203,Se San 4,Vietnam,Se San
2019-03-16,-1.979909638146237,7203,Se San 4,Vietnam,Se San
2019-04-16,1.505052562605437,7203,Se San 4,Vietnam,Se San
2019-05-16,-0.4584699453551756,7203,Se San 4,Vietnam,Se San
2019-06-16,-1.506270811156054,7203,Se San 4,Vietnam,Se San
2019-09-16,1.4507261434218002,7203,Se San 4,Vietnam,Se San
2019-11-16,-0.5833901632935465,7203,Se San 4,Vietnam,Se San
2019-12-16,-0.039747606614437,7203,Se San 4,Vietnam,Se San
2020-01-16,0.2203811168196978,7203,Se San 4,Vietnam,Se San
2020-02-16,-0.2434199444117157,7203,Se San 4,Vietnam,Se San
2020-03-16,-0.3816025929593759,7203,Se San 4,Vietnam,Se San
2020-04-16,-3.901613382022645,7203,Se San 4,Vietnam,Se San
2020-05-16,2.447297547323166,7203,Se San 4,Vietnam,Se San
2020-06-16,-3.4244230912715974,7203,Se San 4,Vietnam,Se San
2020-08-16,1.6385980866237035,7203,Se San 4,Vietnam,Se San
2020-09-16,-1.940830053104709,7203,Se San 4,Vietnam,Se San
2020-11-16,2.768759283146938,7203,Se San 4,Vietnam,Se San
2020-12-16,0.1624933155080136,7203,Se San 4,Vietnam,Se San
2021-01-16,-1.963555095797722,7203,Se San 4,Vietnam,Se San
2021-02-16,-0.3657700520398522,7203,Se San 4,Vietnam,Se San
2021-03-16,-0.9643535323965292,7203,Se San 4,Vietnam,Se San
2021-04-16,0.5892080909571377,7203,Se San 4,Vietnam,Se San
2021-05-16,0.4547108378870794,7203,Se San 4,Vietnam,Se San
2021-08-16,-1.3678936010137053,7203,Se San 4,Vietnam,Se San
