date,area,id,name,country,river
2013-05-16,0.0194273353691988,7303,Lower Sesan 2,Cambodia,Sesan
2013-06-16,0.019573643410844,7303,Lower Sesan 2,Cambodia,Sesan
2013-07-16,-0.1180310077519395,7303,Lower Sesan 2,Cambodia,Sesan
2013-08-16,0.2075905339971384,7303,Lower Sesan 2,Cambodia,Sesan
2013-09-16,0.0422585949517677,7303,Lower Sesan 2,Cambodia,Sesan
2013-11-16,-0.0074970636598519,7303,Lower Sesan 2,Cambodia,Sesan
2013-12-16,0.0167591809568488,7303,Lower Sesan 2,Cambodia,Sesan
2014-01-16,-0.0339701592064631,7303,Lower Sesan 2,Cambodia,Sesan
2014-02-16,0.0044567581289328,7303,Lower Sesan 2,Cambodia,Sesan
2014-03-16,-0.2245035068290897,7303,Lower Sesan 2,Cambodia,Sesan
2014-04-16,-39.169973705547605,7303,Lower Sesan 2,Cambodia,Sesan
2014-05-16,51.18925886774724,7303,Lower Sesan 2,Cambodia,Sesan
2014-06-16,0.0245451135511154,7303,Lower Sesan 2,Cambodia,Sesan
2014-07-16,0.0385889906820077,7303,Lower Sesan 2,Cambodia,Sesan
2014-08-16,-0.0099885956337572,7303,Lower Sesan 2,Cambodia,Sesan
2014-09-16,0.0660463600748694,7303,Lower Sesan 2,Cambodia,Sesan
2014-11-16,-0.0337989117249489,7303,Lower Sesan 2,Cambodia,Sesan
2014-12-16,-0.026874755304983,7303,Lower Sesan 2,Cambodia,Sesan
2015-01-16,0.0102828737487329,7303,Lower Sesan 2,Cambodia,Sesan
2015-02-16,0.0329903309160688,7303,Lower Sesan 2,Cambodia,Sesan
2015-03-16,-0.0636939159032313,7303,Lower Sesan 2,Cambodia,Sesan
2015-04-16,-0.0555970432001824,7303,Lower Sesan 2,Cambodia,Sesan
2015-05-16,-0.0468423772609829,7303,Lower Sesan 2,Cambodia,Sesan
2015-06-16,0.1142985746436591,7303,Lower Sesan 2,Cambodia,Sesan
2015-07-16,0.0385889906820077,7303,Lower Sesan 2,Cambodia,Sesan
2015-08-16,-0.0616763281729493,7303,Lower Sesan 2,Cambodia,Sesan
2015-09-16,-0.11766657573484,7303,Lower Sesan 2,Cambodia,Sesan
2015-11-16,0.0901916804337697,7303,Lower Sesan 2,Cambodia,Sesan
2015-12-16,-0.0272079320335228,7303,Lower Sesan 2,Cambodia,Sesan
2016-01-16,0.0366695082861693,7303,Lower Sesan 2,Cambodia,Sesan
2016-02-16,-0.0982121666780337,7303,Lower Sesan 2,Cambodia,Sesan
2016-03-16,-0.1085144548937683,7303,Lower Sesan 2,Cambodia,Sesan
2016-04-16,-0.0737769669690113,7303,Lower Sesan 2,Cambodia,Sesan
2016-05-16,0.1014498473103059,7303,Lower Sesan 2,Cambodia,Sesan
2016-06-16,-0.0605762046572189,7303,Lower Sesan 2,Cambodia,Sesan
2016-07-16,0.2350123326286074,7303,Lower Sesan 2,Cambodia,Sesan
2016-08-16,-0.0099885956337572,7303,Lower Sesan 2,Cambodia,Sesan
2016-09-16,0.0422585949517677,7303,Lower Sesan 2,Cambodia,Sesan
2016-11-16,-0.0147314355911348,7303,Lower Sesan 2,Cambodia,Sesan
2016-12-16,0.0063396758280505,7303,Lower Sesan 2,Cambodia,Sesan
2017-01-16,0.0351548114301315,7303,Lower Sesan 2,Cambodia,Sesan
2017-02-16,0.018048148400731,7303,Lower Sesan 2,Cambodia,Sesan
2017-03-16,-0.1309781787979507,7303,Lower Sesan 2,Cambodia,Sesan
2017-04-16,-0.0719724249244098,7303,Lower Sesan 2,Cambodia,Sesan
2017-05-16,-52.59536735572782,7303,Lower Sesan 2,Cambodia,Sesan
2017-06-16,57.10180575446892,7303,Lower Sesan 2,Cambodia,Sesan
2017-07-16,0.0385889906820077,7303,Lower Sesan 2,Cambodia,Sesan
2017-08-16,0.094624224237882,7303,Lower Sesan 2,Cambodia,Sesan
2017-09-16,-0.0621100350845368,7303,Lower Sesan 2,Cambodia,Sesan
2017-11-16,5.632633975422941,7303,Lower Sesan 2,Cambodia,Sesan
2017-12-16,0.5891368678822649,7303,Lower Sesan 2,Cambodia,Sesan
2018-01-16,1.9284659859866609,7303,Lower Sesan 2,Cambodia,Sesan
2018-02-16,0.721385572096655,7303,Lower Sesan 2,Cambodia,Sesan
2018-03-16,-1.2737388412614632,7303,Lower Sesan 2,Cambodia,Sesan
2018-04-16,0.6275726791496713,7303,Lower Sesan 2,Cambodia,Sesan
2018-05-16,-14.507447065599765,7303,Lower Sesan 2,Cambodia,Sesan
2018-06-16,0.0542196155099444,7303,Lower Sesan 2,Cambodia,Sesan
2018-07-16,0.0385889906820077,7303,Lower Sesan 2,Cambodia,Sesan
2018-08-16,-0.0099885956337572,7303,Lower Sesan 2,Cambodia,Sesan
2018-09-16,17.86005372904261,7303,Lower Sesan 2,Cambodia,Sesan
2018-11-16,-0.4791775363262314,7303,Lower Sesan 2,Cambodia,Sesan
2018-12-16,-0.9952994529733362,7303,Lower Sesan 2,Cambodia,Sesan
2019-01-16,-1.385686238054537,7303,Lower Sesan 2,Cambodia,Sesan
2019-02-16,4.061894981306063,7303,Lower Sesan 2,Cambodia,Sesan
2019-03-16,1.8768751417984448,7303,Lower Sesan 2,Cambodia,Sesan
2019-04-16,0.7286463225123727,7303,Lower Sesan 2,Cambodia,Sesan
2019-05-16,-3.754344538556645,7303,Lower Sesan 2,Cambodia,Sesan
2019-06-16,-3.2842713412566367,7303,Lower Sesan 2,Cambodia,Sesan
2019-07-16,-14.518045190134504,7303,Lower Sesan 2,Cambodia,Sesan
2019-08-16,-0.0099885956337572,7303,Lower Sesan 2,Cambodia,Sesan
2019-09-16,0.0422585949517677,7303,Lower Sesan 2,Cambodia,Sesan
2019-11-16,11.114576239827771,7303,Lower Sesan 2,Cambodia,Sesan
2019-12-16,-0.648902858655392,7303,Lower Sesan 2,Cambodia,Sesan
2020-01-16,-2.1892092874992404,7303,Lower Sesan 2,Cambodia,Sesan
2020-02-16,2.540032872829068,7303,Lower Sesan 2,Cambodia,Sesan
2020-03-16,-0.8267639935987053,7303,Lower Sesan 2,Cambodia,Sesan
2020-04-16,-8.786709037778655,7303,Lower Sesan 2,Cambodia,Sesan
2020-05-16,4.9218288619459285,7303,Lower Sesan 2,Cambodia,Sesan
2020-06-16,-0.7246475349647526,7303,Lower Sesan 2,Cambodia,Sesan
2020-07-16,-0.7304935003822354,7303,Lower Sesan 2,Cambodia,Sesan
2020-08-16,3.892359870671709,7303,Lower Sesan 2,Cambodia,Sesan
2020-09-16,4.343288526304359,7303,Lower Sesan 2,Cambodia,Sesan
2020-11-16,-1.0989776190514546,7303,Lower Sesan 2,Cambodia,Sesan
2020-12-16,-7.516520928152594,7303,Lower Sesan 2,Cambodia,Sesan
2021-01-16,2.420096029852122,7303,Lower Sesan 2,Cambodia,Sesan
2021-02-16,24.51759255112175,7303,Lower Sesan 2,Cambodia,Sesan
2021-03-16,-23.261800853386006,7303,Lower Sesan 2,Cambodia,Sesan
2021-04-16,0.9751810424813444,7303,Lower Sesan 2,Cambodia,Sesan
2021-05-16,0.0776705193813078,7303,Lower Sesan 2,Cambodia,Sesan
2021-06-16,0.073763554705477,7303,Lower Sesan 2,Cambodia,Sesan
2021-07-16,-21.97620869087045,7303,Lower Sesan 2,Cambodia,Sesan
2021-08-16,-0.0099885956337572,7303,Lower Sesan 2,Cambodia,Sesan
2021-09-16,0.0422585949517677,7303,Lower Sesan 2,Cambodia,Sesan
