date,area,id,name,country,river
2013-05-16,0.6955342563010601,5150,Lam Pao,Thailand,Chi
2013-06-16,-1.164964329474286,5150,Lam Pao,Thailand,Chi
2013-07-16,4.065137794343854,5150,Lam Pao,Thailand,Chi
2013-08-16,9.449548249682204,5150,Lam Pao,Thailand,Chi
2013-09-16,0.9228994469065396,5150,Lam Pao,Thailand,Chi
2013-11-16,-0.2491635677997627,5150,Lam Pao,Thailand,Chi
2013-12-16,1.5928292509763011,5150,Lam Pao,Thailand,Chi
2014-01-16,-2.844358617609714,5150,Lam Pao,Thailand,Chi
2014-02-16,-4.067497337593113,5150,Lam Pao,Thailand,Chi
2014-03-16,-3.365772513817369,5150,Lam Pao,Thailand,Chi
2014-04-16,-1.604787288127346,5150,Lam Pao,Thailand,Chi
2014-05-16,-3.06701455449059,5150,Lam Pao,Thailand,Chi
2014-06-16,2.7585379092377327,5150,Lam Pao,Thailand,Chi
2014-07-16,3.496759082605278,5150,Lam Pao,Thailand,Chi
2014-08-16,4.922881400031868,5150,Lam Pao,Thailand,Chi
2014-09-16,32.10061502449951,5150,Lam Pao,Thailand,Chi
2014-11-16,-11.83390924306629,5150,Lam Pao,Thailand,Chi
2014-12-16,-0.1377493787717897,5150,Lam Pao,Thailand,Chi
2015-01-16,-2.28499862585452,5150,Lam Pao,Thailand,Chi
2015-02-16,7.465662505061956,5150,Lam Pao,Thailand,Chi
2015-03-16,-17.679743124925086,5150,Lam Pao,Thailand,Chi
2015-04-16,-4.018220745324705,5150,Lam Pao,Thailand,Chi
2015-05-16,-2.602526922305552,5150,Lam Pao,Thailand,Chi
2015-06-16,-1.1580157339654662,5150,Lam Pao,Thailand,Chi
2015-07-16,2.504606420752756,5150,Lam Pao,Thailand,Chi
2015-08-16,3.1894102263899287,5150,Lam Pao,Thailand,Chi
2015-09-16,2.5658528862780687,5150,Lam Pao,Thailand,Chi
2015-11-16,0.8121624853785763,5150,Lam Pao,Thailand,Chi
2015-12-16,1.4621370252041015,5150,Lam Pao,Thailand,Chi
2016-01-16,-1.9222960252842929,5150,Lam Pao,Thailand,Chi
2016-02-16,-1.780949534508242,5150,Lam Pao,Thailand,Chi
2016-03-16,-3.397111783346888,5150,Lam Pao,Thailand,Chi
2016-04-16,-1.71765831406396,5150,Lam Pao,Thailand,Chi
