Date,Streamflow,id,name,country,river
2013-05-16,3.36,7000,Nam Mang 3,Laos,Nam Gnong
2013-06-16,4.73,7000,Nam Mang 3,Laos,Nam Gnong
2013-07-16,1.19,7000,Nam Mang 3,Laos,Nam Gnong
2013-08-16,15.0,7000,Nam Mang 3,Laos,Nam Gnong
2013-09-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2013-11-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2013-12-16,5.48,7000,Nam Mang 3,Laos,Nam Gnong
2014-01-16,0.16,7000,Nam Mang 3,Laos,Nam Gnong
2014-02-16,3.91,7000,Nam Mang 3,Laos,Nam Gnong
2014-03-16,3.44,7000,Nam Mang 3,Laos,Nam Gnong
2014-04-16,2.39,7000,Nam Mang 3,Laos,Nam Gnong
2014-05-16,2.6,7000,Nam Mang 3,Laos,Nam Gnong
2014-06-16,4.85,7000,Nam Mang 3,Laos,Nam Gnong
2014-07-16,4.16,7000,Nam Mang 3,Laos,Nam Gnong
2014-08-16,14.08,7000,Nam Mang 3,Laos,Nam Gnong
2014-09-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2014-11-16,0.57,7000,Nam Mang 3,Laos,Nam Gnong
2014-12-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2015-01-16,11.0,7000,Nam Mang 3,Laos,Nam Gnong
2015-02-16,3.21,7000,Nam Mang 3,Laos,Nam Gnong
2015-03-16,3.46,7000,Nam Mang 3,Laos,Nam Gnong
2015-04-16,4.47,7000,Nam Mang 3,Laos,Nam Gnong
2015-05-16,3.93,7000,Nam Mang 3,Laos,Nam Gnong
2015-06-16,4.03,7000,Nam Mang 3,Laos,Nam Gnong
2015-07-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2015-08-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2015-09-16,9.17,7000,Nam Mang 3,Laos,Nam Gnong
2015-11-16,0.78,7000,Nam Mang 3,Laos,Nam Gnong
2015-12-16,6.39,7000,Nam Mang 3,Laos,Nam Gnong
2016-01-16,4.04,7000,Nam Mang 3,Laos,Nam Gnong
2016-02-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2016-03-16,0.23,7000,Nam Mang 3,Laos,Nam Gnong
2016-04-16,4.25,7000,Nam Mang 3,Laos,Nam Gnong
2016-05-16,4.14,7000,Nam Mang 3,Laos,Nam Gnong
2016-06-16,1.05,7000,Nam Mang 3,Laos,Nam Gnong
2016-07-16,3.19,7000,Nam Mang 3,Laos,Nam Gnong
2016-08-16,12.32,7000,Nam Mang 3,Laos,Nam Gnong
2016-09-16,13.34,7000,Nam Mang 3,Laos,Nam Gnong
2016-11-16,3.5,7000,Nam Mang 3,Laos,Nam Gnong
2016-12-16,2.16,7000,Nam Mang 3,Laos,Nam Gnong
2017-01-16,0.0,7000,Nam Mang 3,Laos,Nam Gnong
2017-02-16,5.96,7000,Nam Mang 3,Laos,Nam Gnong
2017-03-16,4.09,7000,Nam Mang 3,Laos,Nam Gnong
2017-04-16,6.29,7000,Nam Mang 3,Laos,Nam Gnong
2017-05-16,0.48,7000,Nam Mang 3,Laos,Nam Gnong
2017-06-16,7.82,7000,Nam Mang 3,Laos,Nam Gnong
2017-07-16,2.26,7000,Nam Mang 3,Laos,Nam Gnong
2017-11-16,4.47,7000,Nam Mang 3,Laos,Nam Gnong
2017-12-16,4.6,7000,Nam Mang 3,Laos,Nam Gnong
2018-01-16,2.54,7000,Nam Mang 3,Laos,Nam Gnong
2018-02-16,2.64,7000,Nam Mang 3,Laos,Nam Gnong
2018-03-16,1.31,7000,Nam Mang 3,Laos,Nam Gnong
2018-04-16,4.83,7000,Nam Mang 3,Laos,Nam Gnong
