Date,NDWI,id,name,country,river
2013-04-16,2.1,7000,Nam Mang 3,Laos,Nam Gnong
2013-05-16,2.73,7000,Nam Mang 3,Laos,Nam Gnong
2013-06-16,2.23,7000,Nam Mang 3,Laos,Nam Gnong
2013-07-16,6.88,7000,Nam Mang 3,Laos,Nam Gnong
2013-08-16,3.99,7000,Nam Mang 3,Laos,Nam Gnong
2013-09-16,8.9,7000,Nam Mang 3,Laos,Nam Gnong
2013-11-16,10.31,7000,Nam Mang 3,Laos,Nam Gnong
2013-12-16,8.6,7000,Nam Mang 3,Laos,Nam Gnong
2014-01-16,8.54,7000,Nam Mang 3,Laos,Nam Gnong
2014-02-16,6.91,7000,Nam Mang 3,Laos,Nam Gnong
2014-03-16,5.28,7000,Nam Mang 3,Laos,Nam Gnong
2014-04-16,4.05,7000,Nam Mang 3,Laos,Nam Gnong
2014-05-16,4.4,7000,Nam Mang 3,Laos,Nam Gnong
2014-06-16,4.75,7000,Nam Mang 3,Laos,Nam Gnong
2014-07-16,6.88,7000,Nam Mang 3,Laos,Nam Gnong
2014-08-16,3.99,7000,Nam Mang 3,Laos,Nam Gnong
2014-09-16,8.32,7000,Nam Mang 3,Laos,Nam Gnong
2014-11-16,9.63,7000,Nam Mang 3,Laos,Nam Gnong
2014-12-16,11.99,7000,Nam Mang 3,Laos,Nam Gnong
2015-01-16,8.82,7000,Nam Mang 3,Laos,Nam Gnong
2015-02-16,7.65,7000,Nam Mang 3,Laos,Nam Gnong
2015-03-16,6.49,7000,Nam Mang 3,Laos,Nam Gnong
2015-04-16,4.79,7000,Nam Mang 3,Laos,Nam Gnong
2015-05-16,3.13,7000,Nam Mang 3,Laos,Nam Gnong
2015-06-16,1.48,7000,Nam Mang 3,Laos,Nam Gnong
2015-07-16,5.92,7000,Nam Mang 3,Laos,Nam Gnong
2015-08-16,10.36,7000,Nam Mang 3,Laos,Nam Gnong
2015-09-16,9.85,7000,Nam Mang 3,Laos,Nam Gnong
2015-11-16,10.84,7000,Nam Mang 3,Laos,Nam Gnong
2015-12-16,8.99,7000,Nam Mang 3,Laos,Nam Gnong
2016-01-16,7.4,7000,Nam Mang 3,Laos,Nam Gnong
2016-02-16,9.28,7000,Nam Mang 3,Laos,Nam Gnong
2016-03-16,9.24,7000,Nam Mang 3,Laos,Nam Gnong
2016-04-16,7.89,7000,Nam Mang 3,Laos,Nam Gnong
2016-05-16,7.5,7000,Nam Mang 3,Laos,Nam Gnong
2016-06-16,9.12,7000,Nam Mang 3,Laos,Nam Gnong
2016-07-16,10.74,7000,Nam Mang 3,Laos,Nam Gnong
2016-08-16,9.49,7000,Nam Mang 3,Laos,Nam Gnong
