Date,Streamflow
2013-05-16,3.36
2013-06-16,4.73
2013-07-16,1.19
2013-08-16,15.00
2013-09-16,0.00
2013-11-16,0.00
2013-12-16,5.48
2014-01-16,0.16
2014-02-16,3.91
2014-03-16,3.44
2014-04-16,2.39
2014-05-16,2.60
2014-06-16,4.85
2014-07-16,4.16
2014-08-16,14.08
2014-09-16,0.00
2014-11-16,0.57
2014-12-16,0.00
2015-01-16,11.00
2015-02-16,3.21
2015-03-16,3.46
2015-04-16,4.47
2015-05-16,3.93
2015-06-16,4.03
2015-07-16,0.00
2015-08-16,0.00
2015-09-16,9.17
2015-11-16,0.78
2015-12-16,6.39
2016-01-16,4.04
2016-02-16,0.00
2016-03-16,0.23
2016-04-16,4.25
2016-05-16,4.14
2016-06-16,1.05
2016-07-16,3.19
2016-08-16,12.32
2016-09-16,13.34
2016-11-16,3.50
2016-12-16,2.16
2017-01-16,0.00
2017-02-16,5.96
2017-03-16,4.09
2017-04-16,6.29
2017-05-16,0.48
2017-06-16,7.82
2017-07-16,2.26
2017-11-16,4.47
2017-12-16,4.60
2018-01-16,2.54
2018-02-16,2.64
2018-03-16,1.31
2018-04-16,4.83
2018-05-16,5.50
2018-06-16,5.47
2018-07-16,1.79
2018-08-16,13.27
2018-09-16,0.00
2018-11-16,0.00
2018-12-16,2.17
2019-01-16,1.66
2019-02-16,5.98
2019-03-16,2.36
2019-04-16,5.91
2019-05-16,2.63
2019-06-16,6.96
2019-07-16,7.35
2019-08-16,5.32
2019-09-16,6.34
2019-11-16,0.00
2019-12-16,5.31
2020-01-16,0.53
2020-02-16,2.38
2020-03-16,2.69
2020-04-16,4.64
2020-05-16,3.04
2020-06-16,1.72
2020-07-16,2.81
2020-08-16,12.06
2020-09-16,0.00
2020-11-16,1.00
2020-12-16,0.00
2021-01-16,4.63
2021-02-16,0.00
2021-03-16,7.40
2021-04-16,4.11
2021-05-16,4.26
2021-06-16,0.99
2021-07-16,0.00
2021-08-16,4.63
2021-09-16,0.00
