Date,Streamflow
2013-05-16,269.42
2013-06-16,589.83
2013-07-16,0.00
2013-08-16,778.13
2013-09-16,0.00
2013-11-16,19.80
2013-12-16,0.00
2014-01-16,311.18
2014-02-16,400.32
2014-03-16,387.64
2014-04-16,704.18
2014-05-16,164.30
2014-06-16,343.81
2014-07-16,1025.15
2014-08-16,0.00
2014-09-16,0.00
2014-11-16,476.50
2014-12-16,35.45
2015-01-16,0.12
2015-02-16,98.00
2015-03-16,134.85
2015-04-16,328.22
2015-05-16,423.34
2015-06-16,255.87
2015-07-16,294.16
2015-08-16,675.02
2015-09-16,328.72
2015-11-16,317.56
2015-12-16,0.00
2016-01-16,0.00
2016-02-16,159.11
2016-03-16,64.04
2016-04-16,132.82
2016-05-16,280.45
2016-06-16,576.26
2016-07-16,534.07
2016-08-16,0.00
2016-09-16,134.99
2016-11-16,0.00
2016-12-16,121.98
2017-01-16,231.02
2017-02-16,185.65
2017-03-16,428.50
2017-04-16,401.59
2017-05-16,819.82
2017-06-16,638.74
2017-07-16,592.65
2017-08-16,0.00
2017-09-16,377.06
2017-11-16,285.98
2017-12-16,0.00
2018-01-16,118.32
2018-03-16,339.07
2018-04-16,672.65
2018-05-16,798.39
2018-06-16,495.90
2018-07-16,357.02
2018-08-16,530.10
2018-09-16,0.00
2018-11-16,613.10
2018-12-16,66.66
2019-01-16,61.46
2019-02-16,89.57
2019-03-16,150.51
2019-04-16,159.74
2019-05-16,119.74
2019-06-16,544.46
2019-07-16,363.55
2019-08-16,455.97
2019-09-16,755.72
2019-11-16,0.00
2019-12-16,58.69
2020-01-16,70.36
2020-02-16,47.50
2020-03-16,204.01
2020-04-16,269.52
2020-05-16,279.59
2020-06-16,325.62
2020-07-16,297.31
2020-08-16,859.38
2020-12-16,267.34
2021-01-16,179.48
2021-02-16,18.85
2021-03-16,444.76
2021-04-16,647.11
2021-05-16,152.25
2021-06-16,117.84
2021-07-16,0.00
2021-08-16,37.90
2021-09-16,0.00
