Date,Streamflow
2013-05-16,61.83
2013-06-16,230.60
2013-11-16,252.21
2013-12-16,71.81
2014-01-16,27.53
2014-02-16,0.98
2014-03-16,17.14
2014-04-16,85.59
2014-05-16,19.77
2014-09-16,252.36
2014-11-16,117.44
2014-12-16,48.44
2015-01-16,14.28
2015-02-16,25.96
2015-03-16,17.04
2015-04-16,8.89
2015-05-16,85.21
2015-06-16,111.26
2015-07-16,248.53
2015-08-16,300.13
2015-09-16,349.50
2015-11-16,90.51
2015-12-16,12.50
2016-01-16,31.88
2016-02-16,0.42
2016-03-16,15.78
2016-04-16,2.77
2016-05-16,43.20
2016-06-16,184.63
2016-07-16,282.85
2016-11-16,272.13
2016-12-16,0.00
2017-01-16,55.84
2017-02-16,0.00
2017-03-16,23.83
2017-04-16,78.54
2017-05-16,81.71
2017-06-16,183.23
2017-07-16,240.65
2017-08-16,348.35
2017-09-16,377.08
2017-11-16,142.31
2017-12-16,12.38
2018-01-16,17.99
2018-02-16,13.96
2018-03-16,46.08
2018-04-16,25.30
2018-08-16,257.82
2018-09-16,208.61
2018-11-16,125.42
2018-12-16,31.93
2019-01-16,27.55
2019-02-16,0.00
2019-03-16,25.64
2019-04-16,4.97
2019-05-16,126.95
2019-06-16,138.04
2019-09-16,177.18
2019-11-16,54.66
2019-12-16,9.29
2020-01-16,0.00
2020-02-16,3.86
2020-03-16,5.52
2020-04-16,54.85
2020-05-16,14.00
2020-06-16,109.46
2020-08-16,104.97
2020-09-16,133.30
2020-11-16,173.92
2020-12-16,9.21
2021-01-16,29.04
2021-02-16,6.44
2021-03-16,13.09
2021-04-16,9.59
2021-05-16,40.10
2021-08-16,28.52
