Date,Streamflow
2013-05-16,0.00
2013-06-16,0.00
2013-09-16,0.00
2013-12-16,1440.42
2014-01-16,851.03
2014-02-16,1311.31
2014-03-16,52.02
2014-04-16,1242.79
2014-05-16,704.49
2014-06-16,0.00
2014-09-16,0.00
2014-11-16,0.00
2014-12-16,678.36
2015-01-16,54.47
2015-02-16,419.62
2015-03-16,1200.92
2015-04-16,714.37
2015-05-16,1265.28
2015-06-16,62.36
2015-07-16,0.00
2015-08-16,0.00
2015-11-16,1161.17
2015-12-16,1286.57
2016-03-16,663.10
2016-04-16,1785.85
2016-11-16,0.00
2016-12-16,3198.37
2017-01-16,1407.48
2017-02-16,1718.36
2017-03-16,1524.99
2017-05-16,277.12
2017-06-16,0.00
2017-07-16,0.00
2017-09-16,316.32
2018-01-16,0.00
2018-02-16,470.89
2018-03-16,1000.17
2018-04-16,281.25
2018-06-16,0.00
2018-08-16,0.00
2018-09-16,0.00
2018-11-16,0.00
2018-12-16,0.00
2019-01-16,698.62
2019-02-16,1743.01
2019-03-16,1074.23
2019-04-16,2602.63
2019-05-16,0.00
2019-06-16,0.00
2019-07-16,722.99
2019-08-16,0.00
2019-09-16,0.00
2019-11-16,663.63
2019-12-16,0.00
2020-01-16,964.92
2020-03-16,0.00
2020-04-16,2150.28
2020-05-16,309.59
2020-07-16,0.00
2020-08-16,1771.53
2020-09-16,1681.73
2020-12-16,335.04
2021-01-16,878.88
2021-02-16,500.98
2021-04-16,296.83
2021-05-16,1526.84
2021-06-16,0.00
2021-07-16,0.00
2021-08-16,0.00
2021-09-16,0.00
